published_papers
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,37397716,立方晶窒化ホウ素中に形成された複合点欠陥,"Complex Point Defect Structure in Cubic Boron Nitride","[石川 亮,柴田 直哉,幾原 雄一,大場 史康,Findlay Scott D.,谷口 尚,田中 功]","[Ishikawa Ryo,Shibata Naoya,Ikuhara Yuichi,Oba Fumiyasu,Findlay Scott D.,Taniguchi Takashi,Tanaka Isao]",null,null,null,"公益社団法人 日本金属学会","The Japan Institute of Metals and Materials",2016,まてりあ,"Materia Japan",55,12,609,609,jpn,null,null,null,null,null,10.2320/materia.55.609,null,null,null,null,false,disclosed
insert,merge,null,37389692,走査透過型電子顕微鏡像の定量解析とその応用,"Materials Characterization with Quantitative Electron Microscopy","[石川 亮]","[Ishikawa Ryo]",null,null,null,"公益社団法人 日本金属学会","The Japan Institute of Metals and Materials",2016,まてりあ,"Materia Japan",55,10,479,483,jpn,null,null,null,null,null,10.2320/materia.55.479,1340-2625,null,http://id.ndl.go.jp/bib/027685661,null,false,disclosed
insert,merge,null,23209109,"Atom-Resolved STEM Imaging Using a Segmented Detector","Atom-Resolved STEM Imaging Using a Segmented Detector",null,null,null,null,null,null,null,2016,"European Microscopy Congress 2016: Proceedings","European Microscopy Congress 2016: Proceedings",null,null,null,null,null,true,false,null,null,null,10.1002/9783527808465.emc2016.6213,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209114,null,"Atomic-scale assessment of the crystallization onset in silicon carbonitride",null,"[Gabriela Mera,Ryo Ishikawa,Emanuel Ionescu,Yuichi Ikuhara,Ralf Riedel]",null,null,"Within the present study, atomic-scale electron microscopy investigation on the crystallization behavior of polysilykarbodiimide-derived SiCN was performed. The as-prepared SiCN sample was found to be homogeneous and consisted of amorphous silicon nitride nano-domains dispersed within an amorphous, highly entangled graphene-like carbon matrix. Annealing of the sample at 1400 degrees C induced a slight increase of the ordering of the carbon phase. Additionally, the crystallization onset of the silicon nitride has been observed for the first time. In the sample annealed at 1400 degrees C small nano-clusters with average sizes of 0.8, 1.5 and 2.1 nm (consisting of 30, 180 and 570 atoms, respectively; corresponding to Si12N18, SinNiog and Si228N342) were imaged and assigned to a-silicon nitride. The crystallization of the amorphous silicon nitride phase into alpha-Si3N4 is thought to occur via diffusion of Si and N, which rely on the presence of large number of dangling bonds in the amorphous SiCN sample. (C) 2015 Elsevier Ltd. All rights reserved.",null,"ELSEVIER SCI LTD",2015-10,null,"JOURNAL OF THE EUROPEAN CERAMIC SOCIETY",35,12,3355,3362,eng,true,false,scientific_journal,null,null,10.1016/j.jeurceramsoc.2015.01.008,0955-2219,1873-619X,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,46227834,null,"Advanced Electron Microscopy for Energy Related Materials",null,"[Ryo Ishikawa,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2015-08,null,"Microscopy and Microanalysis",21,S3,471,472,null,null,null,scientific_journal,null,null,10.1017/s1431927615003153,null,null,null,null,false,disclosed
insert,merge,null,23209112,null,"Towards 3D Mapping of BO6 Octahedron Rotations at Perovskite Heterointerfaces, Unit Cell by Unit Cell",null,"[Qian He,Ryo Ishikawa,Andrew R. Lupini,Liang Qiao,Eun J. Moon,Oleg Ovchinnikov,Steven J. May,Michael D. Biegalski,Albina Y. Borisevich]",null,null,"The rich functionalities in the ABO(3) perovskite oxides originate, at least in part, from the ability of the corner-connected BO6 octahedral network to host a large variety of cations through distortions and rotations. Characterizing these rotations, which have significant impact on both fundamental aspects of materials behavior and possible applications, remains a major challenge at heterointerfaces. In this work, we have developed a unique method to investigate BO6 rotation patterns in complex oxides ABO(3) with unit cell resolution at heterointerfaces, where novel properties often emerge. Our method involves column shape analysis in ABF-STEM images of the ABO(3) heterointerfaces taken in specific orientations. The rotating phase of BO6 octahedra can be identified for all three spatial dimensions without the need of case-by-case simulation. In several common rotation systems, quantitative measurements of all three rotation angles are now possible. Using this method, we examined interfaces between perovskites with distinct tilt systems as well as interfaces between tilted and untilted perovskites, identifying an unusual coupling behavior at the CaTiO3/LSAT interface. We believe this method will significantly improve our knowledge of complex oxide heterointerfaces.",null,"AMER CHEMICAL SOC",2015-08,null,"ACS NANO",9,8,8412,8419,eng,true,false,scientific_journal,null,null,10.1021/acsnano.5b03232,1936-0851,1936-086X,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209111,null,"Atomic Observation of Phase Transformation from Spinel to Rock Salt in Lithium Manganese Oxide",null,"[Peng Gao,Ryo Ishikawa,Eita Tochigi,Akihito Kumamoto,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2015-08,null,"Microscopy and Microanalysis",21,S3,333,334,null,true,false,scientific_journal,null,null,10.1017/s1431927615002469,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209110,null,"Annular Bright-Field Electron Microscopy Tracking Solid-State Chemical Reaction",null,"[Peng Gao,Ryo Ishikawa,Eita Tochigi,Akihito Kumamoto,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2015-08,null,"Microscopy and Microanalysis",21,S3,963,964,null,true,false,scientific_journal,null,null,10.1017/s1431927615005619,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209115,null,"Large-angle illumination STEM: Toward three-dimensional atom-by-atom imaging",null,"[Ryo Ishikawa,Andrew R. Lupini,Yoyo Hinuma,Stephen J. Pennycook]",null,null,"To fully understand and control materials and their properties, it is of critical importance to determine their atomic structures in all three dimensions. Recent revolutionary advances in electron optics - the inventions of geometric and chromatic aberration correctors as well as electron source monochromators - have provided fertile ground for performing optical depth sectioning at atomic-scale dimensions. In this study we theoretically demonstrate the imaging of top/sub-surface atomic structures and identify the depth of single clopants, single vacancies and the other point defects within materials by large-angle illumination scanning transmission electron microscopy (LAl-STEM). The proposed method also allows us to measure specimen properties such as thickness or three-dimensional surface morphology using observations from a single crystallographic orientation. (C) 2014 Elsevier B.V. All rights reserved.",null,"ELSEVIER SCIENCE BV",2015-04,null,ULTRAMICROSCOPY,151,null,122,129,eng,true,false,scientific_journal,null,null,10.1016/j.ultramic.2014.11.009,0304-3991,1879-2723,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209113,null,"Visualizing the Mixed Bonding Properties of Liquid Boron with High-Resolution X-Ray Compton Scattering",null,"[J. T. Okada,P. H. -L. Sit,Y. Watanabe,B. Barbiellini,T. Ishikawa,Y. J. Wang,M. Itou,Y. Sakurai,A. Bansil,R. Ishikawa,M. Hamaishi,P. -F. Paradis,K. Kimura,T. Ishikawa,S. Nanao]",null,null,"Bonding characteristics of liquid boron at 2500 K are studied by using high-resolution Compton scattering. An excellent agreement is found between the measurements and the corresponding Car-Parrinello molecular dynamics simulations. Covalent bond pairs are clearly shown to dominate in liquid boron along with the coexistence of diffuse pairs. Our study reveals the complex bonding pattern of liquid boron and gives insight into the unusual properties of this high-temperature liquid.",null,"AMER PHYSICAL SOC",2015-04,null,"PHYSICAL REVIEW LETTERS",114,17,null,null,eng,true,false,scientific_journal,null,null,10.1103/PhysRevLett.114.177401,0031-9007,1079-7114,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,29648392,null,"CHAPTER 2: Scanning transmission electron microscopyy",null,"[A. R. Lupini,S. N. Rashkeev,M. Varela,A. Y. Borisevich,M. P. Oxley,K. Van Benthem,Y. Peng,N. De Jonge,G. M. Veith,T. J. Pennycook,W. Zhou,R. Ishikawa,M. F. Chisholm,S. T. Pantelides,S. J. Pennycook]",null,null,"The scanning transmission electron microscope (STEM) is one of the most useful tools in many areas of atomic-scale materials science and nanocharacterization. A STEM has the ability to generate local maps of the chemical composition and electronic structure at atomic resolution, even in complex or unknown samples. Here we describe the important components of a state-of-the-art aberration-corrected STEM and review the application of STEM imaging to a variety of published nanocharacterisation examples in catalysis and solid state materials problems.",null,"Royal Society of Chemistry",2015,null,"RSC Nanoscience and Nanotechnology",2015-,37,30,79,eng,true,false,in_book,null,null,10.1039/9781782621867-00030,"[1757-7144,1757-7136]",null,null,null,false,disclosed
insert,merge,null,23209116,null,"Direct Observation of Dopant Atom Diffusion in a Bulk Semiconductor Crystal Enhanced by a Large Size Mismatch",null,"[Ryo Ishikawa,Rohan Mishra,Andrew R. Lupini,Scott D. Findlay,Takashi Taniguchi,Sokrates T. Pantelides,Stephen J. Pennycook]",null,null,"Diffusion is one of the fundamental processes that govern the structure, processing, and properties of materials and it plays a crucial role in determining device lifetimes. However, direct observations of diffusion processes have been elusive and limited only to the surfaces of materials. Here we use an aberration-corrected electron microscope to locally excite and directly image the diffusion of single Ce and Mn dopants inside bulk wurtzite-type AlN single crystals, identifying correlated vacancy-dopant and interstitial-dopant kick-out mechanisms. Using a 200 kV electron beam to supply energy, we observe a higher frequency of dopant jumps for the larger and heavier Ce atoms than the smaller Mn atoms. These observations confirm density-functional-theory-based predictions of a decrease in diffusion barrier for large substitutional atoms. The results show that combining depth sensitive microscopy with theoretical calculations represents a new methodology to investigate diffusion mechanisms, not restricted to surface phenomena, but within bulk materials.",null,"AMER PHYSICAL SOC",2014-10,null,"PHYSICAL REVIEW LETTERS",113,15,null,null,eng,true,false,scientific_journal,null,null,10.1103/PhysRevLett.113.155501,0031-9007,1079-7114,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209119,null,"Tracking Dopant Diffusion Pathways inside Bulk Materials",null,"[Stephen J. Pennycook,Ryo Ishikawa,Andrew R. Lupini,Scott D. Findlay,Rohan Mishra,Sokrates T. Pantelides]",null,null,null,null,"Cambridge University Press ({CUP})",2014-08,null,"Microsc Microanal",20,S3,50,51,null,true,false,scientific_journal,null,null,10.1017/s1431927614001974,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209118,null,"Toward 3D Mapping of Octahedral Rotations at Perovskite Thin Film Heterointerfaces Unit Cell by Unit Cell",null,"[Qian He,Ryo Ishikawa,Andrew R. Lupini,Qiao Liang,Michael D. Biegalski,Albina Borisevich]",null,null,null,null,"Cambridge University Press ({CUP})",2014-08,null,"Microsc Microanal",20,S3,1038,1039,null,true,false,scientific_journal,null,null,10.1017/s1431927614006916,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209117,null,"Atomic-Resolution Monitoring of Structural Phase Transition in Bi-magnetic Core/Shell Oxide Nanoparticles",null,"[M.A. Roldan,J. Salafranca,R. Ishikawa,R. Mishra,A. Lopez-Ortega,M. Estrader,G. Salazar-Alvarez,J. Nogues.,S. J. Pennycook,M. Varela]",null,null,null,null,"Cambridge University Press ({CUP})",2014-08,null,"Microsc Microanal",20,S3,106,107,null,true,false,scientific_journal,null,null,10.1017/s1431927614002256,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209123,null,"Atomic-scale origin of the large grain-boundary resistance in perovskite Li-ion-conducting solid electrolytes",null,"[Cheng Ma,Kai Chen,Chengdu Liang,Ce-Wen Nan,Ryo Ishikawa,Karren More,Miaofang Chi]",null,null,"Li-ion-conducting solid electrolytes are the potential solution to the severe safety issues that occur with conventional batteries based on solvent-based electrolytes. The ionic conductivity of solid electrolytes is in general too low, however, due to a high grain-boundary (GB) resistance. A thorough understanding of the ionic transport mechanism at GBs in these materials is critical for a revolutionary development of next-generation Li batteries. Herein we present the first atomic-scale study to reveal the origin of the large GB resistance; (Li3xLa2/3-x)TiO3 was chosen as a prototype material to demonstrate the concept. A strikingly severe structural and chemical deviation of about 2-3 unit cells thick was revealed at the grain boundaries. Instead of preserving the ABO(3) perovskite framework, such GBs were shown to consist of a binary Ti-O compound, which prohibits the abundance and transport of the charge carrier Li+. This observation has led to a potential strategy for tailoring the grain boundary structures. This study points out, for the first time, the importance of the atomic-scale grain-boundary modification to the macroscopic Li+ conductivity. Such a discovery paves the way for the search and design of solid electrolytes with superior performance.",null,"ROYAL SOC CHEMISTRY",2014-05,null,"ENERGY & ENVIRONMENTAL SCIENCE",7,5,1638,1642,eng,true,false,scientific_journal,null,null,10.1039/c4ee00382a,1754-5692,1754-5706,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209120,null,"Three-Dimensional Location of a Single Dopant with Atomic Precision by Aberration-Corrected Scanning Transmission Electron Microscopy",null,"[Ryo Ishikawa,Andrew R. Lupini,Scott D. Findlay,Takashi Taniguchi,Stephen J. Pennycook]",null,null,"Materials properties, such as optical and electronic response, can be greatly enhanced by isolated single dopants. Determining the full three-dimensional single-dopant defect structure and spatial distribution is therefore critical to understanding and adequately tuning functional properties. Combining quantitative Z-contrast scanning transmission electron microscopy images with image simulations, we show the direct determination of the atomic-scale depth location of an optically active, single atom Ce dopant embedded within wurtzite-type AlN. The method represents a powerful new tool for reconstructing three-dimensional information from a single, two-dimensional image.",null,"AMER CHEMICAL SOC",2014-04,null,"NANO LETTERS",14,4,1903,1908,eng,true,false,scientific_journal,null,null,10.1021/nl500564b,1530-6984,1530-6992,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209125,null,"Quantitative Annular Dark Field Electron Microscopy Using Single Electron Signals",null,"[Ryo Ishikawa,Andrew R. Lupini,Scott D. Findlay,Stephen J. Pennycook]",null,null,"One of the difficulties in analyzing atomic resolution electron microscope images is that the sample thickness is usually unknown or has to be fitted from parameters that are not precisely known. An accurate measure of thickness, ideally on a column-by-column basis, parameter free, and with single atom accuracy, would be of great value for many applications, such as matching to simulations. Here we propose such a quantification method for annular dark field scanning transmission electron microscopy by using the single electron intensity level of the detector. This method has the advantage that we can routinely quantify annular dark field images operating at both low and high beam currents, and under high dynamic range conditions, which is useful for the quantification of ultra-thin or light-element materials. To facilitate atom counting at the atomic scale we use the mean intensity in an annular dark field image averaged over a primitive cell, with no free parameters to be fitted. To illustrate the potential of our method, we demonstrate counting the number of Al (or N) atoms in a wurtzite-type aluminum nitride single crystal at each primitive cell over the range of 3-99 atoms.",null,"CAMBRIDGE UNIV PRESS",2014-02,null,"MICROSCOPY AND MICROANALYSIS",20,1,99,110,eng,true,false,scientific_journal,null,null,10.1017/S1431927613013664,1431-9276,1435-8115,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209121,null,"Enhancing Photocatalytic Activity of LaTiO2N by Removal of Surface Reconstruction Layer",null,"[Michinori Matsukawa,Ryo Ishikawa,Takashi Hisatomi,Yosuke Moriya,Naoya Shibata,Jun Kubota,Yuichi Ikuhara,Kazunari Domen]",null,null,"LaTiO2N is an oxynitride photocatalyst that has ability to generate H-2 and O-2 from water under irradiation of light with wavelengths up to 600 nm. However, LaTiO2N necessitates sacrificial reagents that capture either photoexcited electrons or holes efficiently to be active in the photocatalytic reactions because of a considerable number of defects that cause trapping and recombination of photoexcited carriers. Therefore, identifying defect structures of LaTiO2N is important. In this study, using atomic-resolution scanning transmission electron microscopy, we evidence that eliminating defective surface reconstructed layers of LaTiO2N particles by the treatment with aqua regia can double the photocatalytic activity.",null,"AMER CHEMICAL SOC",2014-02,null,"NANO LETTERS",14,2,1038,1041,eng,true,false,scientific_journal,null,null,10.1021/nl404688h,1530-6984,1530-6992,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,24827372,null,"Atomic Structure of Luminescent Centers in High-Efficiency Ce-doped w-AlN Single Crystal",null,"[Ryo Ishikawa,Andrew R. Lupini,Fumiyasu Oba,Scott D. Findlay,Naoya Shibata,Takashi Taniguchi,Kenji Watanabe,Hiroyuki Hayashi,Toshifumi Sakai,Isao Tanaka,Yuichi Ikuhara,Stephen J. Pennycook]",null,null,"Rare-earth doped wurtzite-type aluminum nitride (w-AlN) has great potential for high-efficiency electroluminescent applications over a wide wavelength range. However, because of their large atomic size, it has been difficult to stably dope individual rare-earth atoms into the w-AlN host lattice. Here we use a reactive flux method under high pressure and high temperature to obtain cerium (Ce) doped w-AlN single crystals with pink-colored luminescence. In order to elucidate the atomic structure of the luminescent centers, we directly observe individual Ce dopants in w-AlN using annular dark-field scanning transmission electron microscopy. We find that Ce is incorporated as single, isolated atoms inside the w-AlN lattice occupying Al substitutional sites. This new synthesis method represents a new alternative strategy for doping size-mismatched functional atoms into wide band-gap materials.",null,"NATURE PUBLISHING GROUP",2014-01,null,"SCIENTIFIC REPORTS",4,null,3778,null,eng,true,false,scientific_journal,null,null,10.1038/srep03778,2045-2322,null,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000329994200002&KeyUID=WOS:000329994200002,http://orcid.org/0000-0001-7178-5333,false,disclosed
insert,merge,null,23209122,null,"Direct Imaging of Pt Single Atoms Adsorbed on TiO2 (110) Surfaces",null,"[Teng-Yuan Chang,Yusuke Tanaka,Ryo Ishikawa,Kazuaki Toyoura,Katsuyuki Matsunaga,Yuichi Ikuhara,Naoya Shibata]",null,null,"Noble metal nanoparticles (e.g., gold and platinum) supported on TiO2 surfaces are utilized in many technological applications such as heterogeneous catalysts. To fully understand their enhanced catalytic activity, it is essential to unravel the interfacial interaction between the metal atoms and TiO2 surfaces at the level of atomic dimensions. However, it has been extremely difficult to directly characterize the atomic-scale structures that result when individual metal atoms are adsorbed on the TiO2 surfaces. Here, we show direct atomic-resolution images of individual Pt atoms adsorbed on TiO2 (110) surfaces using aberration-corrected scanning transmission electron microscopy. Subangstrom spatial resolution enables us to identify five different Pt atom adsorption sites on the TiO2 (110) surface. Combining this with systematic density functional theory calculations reveals that the most favorable Pt adsorption sites are on vacancy sites of basal oxygen atoms that are located in subsurface positions relative to the top surface bridging oxygen atoms.",null,"AMER CHEMICAL SOC",2014-01,null,"NANO LETTERS",14,1,134,138,eng,true,false,scientific_journal,null,null,10.1021/nl403520c,1530-6984,1530-6992,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209124,null,"Multivariate Statistical Characterization of Charged and Uncharged Domain Walls in Multiferroic Hexagonal YMnO3 Single Crystal Visualized by a Spherical Aberration-Corrected STEM",null,"[Takao Matsumoto,Ryo Ishikawa,Tetsuya Tohei,Hideo Kimura,Qiwen Yao,Hongyang Zhao,Xiaolin Wang,Dapeng Chen,Zhenxiang Cheng,Naoya Shibata,Yuichi Ikuhara]",null,null,"A state-of-theart spherical aberration-corrected STEM was fully utilized to diredly visualize the multiferroic domain structure in a hexagonal YMnO3 single crystal at atomic scale. With the aid of ntultivariate statistical analysis (MSA), we obtained unbiased and quantitative maps of ferroelectric domain structures with atomic resolution. Such a statistical image analysis of th: transition region between opposite polarizations has comfirmed atomically sharp transitions of ferroelectric polarization both in antiparallel (uncharged) and tail-to-tail 180 degrees (charged) domain boundaries. Through the analysis, a correlated subatomic image shift of Mn-O layers with that of Y layers, exhibiting a double-arc shape of reversed curvatures, have been elucidated. The amount of image shift in Mn O layers along the c-axis is statistically significant as small as 0.016 nm, roughly one-third of the evident image shift of 0.048 nm in Y layers. Viterestingly, a careful analysis has shown that such a subatomic image shift in Mn O layers vanishes at the tail-to-tail 180 domain boundaries. Furthermore, taking advantage of the annular bright field (ABF) imaging technique combined with MSA, the tilting of MnOs bipyramids, the very core mechanism of multiferroicity of the material, is evaluated.",null,"AMER CHEMICAL SOC",2013-10,null,"NANO LETTERS",13,10,4594,4601,eng,true,false,scientific_journal,null,null,10.1021/nl402158c,1530-6984,1530-6992,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209126,null,"ChemInform Abstract: Cubic Cesium Hydrogen Silicododecatungstate with Anisotropic Morphology and Polyoxometalate Vacancies Exhibiting Selective Water Sorption and Cation-Exchange Properties.",null,"[Yoshiyuki Ogasawara,Sayaka Uchida,Toshiaki Maruichi,Ryo Ishikawa,Naoya Shibata,Yuichi Ikuhara,Noritaka Mizuno]",null,null,null,null,Wiley-Blackwell,2013-06-03,null,ChemInform,44,25,no,no,null,true,false,scientific_journal,null,null,10.1002/chin.201325016,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209127,null,"Direct Atomic-Resolution Observation of Two Phases in the Li 1.2 Mn 0.567 Ni 0.166 Co 0.067 O 2 Cathode Material for Lithium-Ion Batteries",null,"[Haijun Yu,Ryo Ishikawa,Yeong-Gi So,Naoya Shibata,Tetsuichi Kudo,Haoshen Zhou,Yuichi Ikuhara]",null,null,null,null,Wiley-Blackwell,2013-04,null,"Angew. Chem.",125,23,6085,6089,null,true,false,scientific_journal,null,null,10.1002/ange.201301236,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209128,null,"Cubic cesium hydrogen silicododecatungstate with anisotropic morphology and polyoxometalate vacancies exhibiting selective water sorption and cation-exchange properties",null,"[Yoshiyuki Ogasawara,Sayaka Uchida,Toshiaki Maruichi,Ryo Ishikawa,Naoya Shibata,Yuichi Ikuhara,Noritaka Mizuno]",null,null,"A cesium hydrogen silicododecatungstate Cs3.0H 0.3[SiW12O40]0.83·3.0H 2O (CsSiW) with a cubic cell and anion ([SiW12O 40]4-) vacancies is synthesized, and the anion vacancies are utilized for selective water sorption and exchange of monovalent cations. Compound CsSiW consists of highly crystalline particles with a flat rhombic bipyramidal morphology, and the anisotropic morphology is reported for the first time among the cubic solid POM compounds. Due to the high crystallinity and flatness of CsSiW, direct atomic images (heavy cesium and tungsten atoms) are observed for the first time in solid POM compounds. The electron-microscopic images suggest that CsSiW grows through (i) formation of [Cs3SiW 12O40]- followed by adsorption of Cs +, (ii) then parallel to the {110} plane, forming plates, and (iii) perpendicular to the {110} plane accompanied by the generation of anion vacancies. The mismatch between anion to cation site ratio (1:3) and cation to anion charge ratio (1:4) would be crucial for the anisotropic crystal growth and generation of anion vacancies. © 2013 American Chemical Society.",null,"American Chemical Society ({ACS})",2013-03-26,null,"Chemistry of Materials",25,6,905,911,eng,true,false,scientific_journal,null,null,10.1021/cm3039448,"[0897-4756,1520-5002]",null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209129,null,"Functional Complex Point-Defect Structure in a Huge-Size-Mismatch System",null,"[Ryo Ishikawa,Naoya Shibata,Fumiyasu Oba,Takashi Taniguchi,Scott D. Findlay,Isao Tanaka,Yuichi Ikuhara]",null,null,"Cubic boron nitride is a promising system for photonics and optoelectronics. Determining the inclusion mechanisms for dopants with a large size mismatch, such as luminous rare-earth elements, is prerequisite to understanding their functional properties and to effective doping control. Combining evidence from subangstrom resolution scanning transmission electron microscopy, imaging simulations, and first-principles calculations, we show that cationic Ce3+ single dopants are not located at cationic B sites but rather at anionic N sites surrounded by B-site vacancies. DOI: 10.1103/PhysRevLett.110.065504",null,"AMER PHYSICAL SOC",2013-02,null,"PHYSICAL REVIEW LETTERS",110,6,null,null,eng,true,false,scientific_journal,null,null,10.1103/PhysRevLett.110.065504,0031-9007,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,25117227,null,"Direct Atomic-Resolution Observation of Two Phases in the Li1.2Mn0.567Ni0.166Co0.067O2 Cathode Material for Lithium-Ion Batteries",null,"[Haijun Yu,Ryo Ishikawa,Yeong-Gi So,Naoya Shibata,Tetsuichi Kudo,Haoshen Zhou,Yuichi Ikuhara]",null,null,null,null,"WILEY-V C H VERLAG GMBH",2013,null,"ANGEWANDTE CHEMIE-INTERNATIONAL EDITION",52,23,5969,5973,eng,true,false,scientific_journal,null,null,10.1002/anie.201301236,1433-7851,null,null,null,false,disclosed
insert,merge,null,23209130,null,"Persistence of Covalent Bonding in Liquid Silicon Probed by Inelastic X-Ray Scattering",null,"[J. T. Okada,P. H. -L. Sit,Y. Watanabe,Y. J. Wang,B. Barbiellini,T. Ishikawa,M. Itou,Y. Sakurai,A. Bansil,R. Ishikawa,M. Hamaishi,T. Masaki,P. -F. Paradis,K. Kimura,T. Ishikawa,S. Nanao]",null,null,"Metallic liquid silicon at 1787 K is investigated using x-ray Compton scattering. An excellent agreement is found between the measurements and the corresponding Car-Parrinello molecular dynamics simulations. Our results show persistence of covalent bonding in liquid silicon and provide support for the occurrence of theoretically predicted liquid-liquid phase transition in supercooled liquid states. The population of covalent bond pairs in liquid silicon is estimated to be 17% via a maximally localized Wannier function analysis. Compton scattering is shown to be a sensitive probe of bonding effects in the liquid state.",null,"AMER PHYSICAL SOC",2012-02,null,"PHYSICAL REVIEW LETTERS",108,6,null,null,eng,true,false,scientific_journal,null,null,10.1103/PhysRevLett.108.067402,0031-9007,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209132,null,"Direct Imaging of Interstitial Atoms in a Complex (La0.6Er0.4)5Ni19 Hydrogen-Storage Compound",null,"[R Ishikawa,E Abe]",null,null,null,null,"Cambridge University Press ({CUP})",2011-07,null,"Microsc Microanal",17,S2,1612,1613,null,true,false,scientific_journal,null,null,10.1017/s1431927611008932,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209131,null,"Direct Imaging of Hydrogen Atoms in a Crystal by Annular Bright-field STEM",null,"[E Abe,R Ishikawa,E Okunishi,H Sawada,Y Kondo,F Hosokawa]",null,null,null,null,"Cambridge University Press ({CUP})",2011-07,null,"Microsc Microanal",17,S2,1278,1279,null,true,false,scientific_journal,null,null,10.1017/s1431927611007264,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209133,null,"Direct imaging of hydrogen-atom columns in a crystal by annular bright-field electron microscopy",null,"[Ryo Ishikawa,Eiji Okunishi,Hidetaka Sawada,Yukihito Kondo,Fumio Hosokawa,Eiji Abe]",null,null,"Enhancing the imaging power of microscopy to identify all chemical types of atom, from low- to high-atomic-number elements, would significantly contribute for a direct determination of material structures. Electron microscopes have successfully provided images of heavy-atom positions, particularly by the annular dark-field method, but detection of light atoms was difficult owing to their weak scattering power. Recent developments of aberration-correction electron optics have significantly advanced the microscope performance, enabling identification of individual light atoms such as oxygen, nitrogen, carbon, boron and lithium. However, the lightest hydrogen atom has not yet been observed directly, except in the specific condition of hydrogen adatoms on a graphene membrane. Here we show the first direct imaging of the hydrogen atom in a crystalline solid YH(2), based on a classic &apos;hollow-cone&apos; illumination theory combined with state-of-the-art scanning transmission electron microscopy. The optimized hollow-cone condition derived from the aberration-corrected microscope parameters confirms that the information transfer can be extended to 22.5 nm(-1), which corresponds to a spatial resolution of about 44.4 pm. These experimental conditions can be readily realized with the annular bright-field imaging in scanning transmission electron microscopy according to reciprocity, revealing successfully the hydrogen-atom columns as dark dots, as anticipated from phase contrast of a weak-phase object.",null,"NATURE PUBLISHING GROUP",2011-04,null,"NATURE MATERIALS",10,4,278,281,eng,true,false,scientific_journal,null,null,10.1038/NMAT2957,1476-1122,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
